subject	condition	channel	frequency	time	total_power	evoked_power	induced_power	itc	n_epochs	status
sub-1001	Standard	Fz	7.0	-0.048	2.307888005478655e-09	3.008069668921488e-12	2.304879935809733e-09	0.0480954913860164	760	OK
sub-1001	Standard	Fz	7.0	-0.04	2.314977747394852e-09	1.9334179598443266e-12	2.3130443294350077e-09	0.0282887253830777	760	OK
sub-1001	Standard	Fz	7.0	-0.032	2.308066638606086e-09	1.090351603286299e-12	2.3069762870027996e-09	0.0190863977292486	760	OK
sub-1001	Standard	Fz	7.0	-0.024	2.2828404977780958e-09	6.534486579291489e-13	2.2821870491201667e-09	0.0220729736646459	760	OK
sub-1001	Standard	Fz	7.0	-0.016	2.246634523459528e-09	7.626752927179185e-13	2.24587184816681e-09	0.0214531957442199	760	OK
sub-1001	Standard	Fz	7.0	-0.008	2.209149501476265e-09	1.8902119146779776e-12	2.207259289561587e-09	0.0233953952828855	760	OK
sub-1001	Standard	Fz	7.0	0.0	2.1799696391811656e-09	4.778756653442204e-12	2.1751908825277233e-09	0.0354023048392118	760	OK
sub-1001	Standard	Fz	7.0	0.008	2.174208914471895e-09	9.573726029231147e-12	2.164635188442664e-09	0.0617905037510311	760	OK
sub-1001	Standard	Fz	7.0	0.016	2.201422594964256e-09	1.4940360039007792e-11	2.1864822349252483e-09	0.0819736432612148	760	OK
sub-1001	Standard	Fz	7.0	0.024	2.243597948000493e-09	1.8337987466485116e-11	2.225259960534008e-09	0.0889432809250377	760	OK
sub-1001	Standard	Fz	7.0	0.032	2.2628122864686614e-09	1.7725765423164732e-11	2.245086521045497e-09	0.0909687665839282	760	OK
sub-1001	Standard	Fz	7.0	0.04	2.240214401170213e-09	1.414977379564244e-11	2.226064627374571e-09	0.0811102626791223	760	OK
sub-1001	Standard	Fz	7.0	0.048	2.199741989143928e-09	1.4064548431482004e-11	2.185677440712446e-09	0.0708426588734703	760	OK
sub-1001	Standard	Fz	7.0	0.056	2.1895908126694597e-09	2.8267389472563135e-11	2.1613234231968964e-09	0.0989369719207399	760	OK
sub-1001	Standard	Fz	7.0	0.064	2.239876098794468e-09	6.370694612433437e-11	2.176169152670134e-09	0.1642948151094405	760	OK
sub-1001	Standard	Fz	7.0	0.072	2.329952269732196e-09	1.1221209900417116e-10	2.2177401707280248e-09	0.2309289346859684	760	OK
sub-1001	Standard	Fz	7.0	0.08	2.395743862980642e-09	1.502951799581266e-10	2.2454486830225153e-09	0.272849031491567	760	OK
sub-1001	Standard	Fz	7.0	0.088	2.384429142564932e-09	1.5647176909716716e-10	2.2279573734677648e-09	0.2777764884767708	760	OK
sub-1001	Standard	Fz	7.0	0.096	2.3077481466358517e-09	1.3013941165411295e-10	2.177608734981739e-09	0.2558379292241625	760	OK
sub-1001	Standard	Fz	7.0	0.104	2.230902921407373e-09	9.164379028853069e-11	2.1392591311188432e-09	0.2087576889403319	760	OK
sub-1001	Standard	Fz	7.0	0.112	2.20963269381057e-09	6.495139434866999e-11	2.1446812994619e-09	0.1809817081559604	760	OK
sub-1001	Standard	Fz	7.0	0.12	2.246700043193618e-09	6.0978682239671e-11	2.185721360953947e-09	0.1761651737317946	760	OK
sub-1001	Standard	Fz	7.0	0.128	2.302982892536886e-09	7.349321922466604e-11	2.22948967331222e-09	0.1800462580806137	760	OK
sub-1001	Standard	Fz	7.0	0.136	2.3389138898192014e-09	8.638840561620812e-11	2.252525484202993e-09	0.1851019510569773	760	OK
sub-1001	Standard	Fz	7.0	0.144	2.343907047185814e-09	8.543239550589247e-11	2.258474651679922e-09	0.1933342876259192	760	OK
sub-1001	Standard	Fz	7.0	0.152	2.3320156626795102e-09	6.744050019906646e-11	2.2645751624804438e-09	0.1771683488448814	760	OK
sub-1001	Standard	Fz	7.0	0.16	2.3184527495518766e-09	4.1232125746521166e-11	2.2772206238053555e-09	0.1277100770180416	760	OK
sub-1001	Standard	Fz	7.0	0.168	2.303196172185394e-09	1.9421524679917344e-11	2.283774647505476e-09	0.081652579491253	760	OK
sub-1001	Standard	Fz	7.0	0.176	2.272524595657529e-09	8.387854623639943e-12	2.264136741033889e-09	0.0660962867245733	760	OK
sub-1001	Standard	Fz	7.0	0.184	2.2187343994808073e-09	6.183775767957238e-12	2.2125506237128503e-09	0.0741836838884422	760	OK
sub-1001	Standard	Fz	7.0	0.192	2.1592710323155213e-09	8.150046148805377e-12	2.1511209861667164e-09	0.0754387535414547	760	OK
sub-1001	Standard	Fz	7.0	0.2	2.1240245985755996e-09	1.1234622055006034e-11	2.112789976520593e-09	0.0806263970715217	760	OK
sub-1001	Standard	Fz	7.0	0.208	2.1244494495550507e-09	1.3465800434155718e-11	2.110983649120895e-09	0.0742029361388493	760	OK
sub-1001	Standard	Fz	7.0	0.216	2.1516865385583515e-09	1.3227301160063756e-11	2.138459237398288e-09	0.0840803567806259	760	OK
sub-1001	Standard	Fz	7.0	0.224	2.198086785825684e-09	1.0831663941449851e-11	2.1872551218842342e-09	0.0810019402111335	760	OK
sub-1001	Standard	Fz	7.0	0.232	2.261025856837439e-09	9.401909751620625e-12	2.251623947085818e-09	0.0676506617823134	760	OK
sub-1001	Standard	Fz	7.0	0.24	2.331863155462165e-09	1.2588763959642072e-11	2.3192743915025234e-09	0.0786696080965542	760	OK
sub-1001	Standard	Fz	7.0	0.248	2.393437711869012e-09	2.087535078663921e-11	2.372562361082373e-09	0.1096053795288439	760	OK
sub-1001	Standard	Fz	7.0	0.256	2.4262955987182833e-09	3.0420306611696004e-11	2.395875292106587e-09	0.133980736868103	760	OK
sub-1001	Standard	Fz	7.0	0.264	2.420824478622142e-09	3.603746311875026e-11	2.3847870155033924e-09	0.1279905295924265	760	OK
sub-1001	Standard	Fz	7.0	0.272	2.386926438870673e-09	3.5309050795672547e-11	2.351617388075001e-09	0.1171273452059521	760	OK
sub-1001	Standard	Fz	7.0	0.28	2.343388572588174e-09	2.969688440325107e-11	2.313691688184923e-09	0.1109945962360359	760	OK
sub-1001	Standard	Fz	7.0	0.288	2.299610623850789e-09	2.2338419314387743e-11	2.277272204536401e-09	0.1135010416984272	760	OK
sub-1001	Standard	Fz	7.0	0.296	2.258201489166581e-09	1.5616030748251196e-11	2.2425854584183296e-09	0.0996357864152082	760	OK
sub-1001	Standard	Fz	7.0	0.304	2.2299058221955543e-09	1.0557058784667292e-11	2.219348763410887e-09	0.0671715107666597	760	OK
sub-1001	Standard	Fz	7.0	0.312	2.2338889910793684e-09	7.353664598995562e-12	2.226535326480373e-09	0.0517996617438239	760	OK
sub-1001	Standard	Fz	7.0	0.32	2.2781153098301848e-09	5.748800339274297e-12	2.27236650949091e-09	0.0482991750290899	760	OK
sub-1001	Standard	Fz	7.0	0.328	2.3393876028636647e-09	5.174275694101427e-12	2.3342133271695634e-09	0.0582505487492309	760	OK
sub-1001	Standard	Fz	7.0	0.336	2.3751052883274813e-09	4.900110829529772e-12	2.3702051774979522e-09	0.0551119905379917	760	OK
sub-1001	Standard	Fz	7.0	0.344	2.365459665116289e-09	4.238901540666008e-12	2.3612207635756234e-09	0.0557490721740426	760	OK
sub-1001	Standard	Fz	7.0	0.352	2.332192688835657e-09	2.950635935606338e-12	2.329242052900051e-09	0.0581319324891237	760	OK
sub-1001	Standard	Fz	7.0	0.36	2.30833969973175e-09	1.5698357336813329e-12	2.3067698639980692e-09	0.0499846440841492	760	OK
sub-1001	Standard	Fz	7.0	0.368	2.304488723477493e-09	9.47580746204385e-13	2.303541142731289e-09	0.0396133955559638	760	OK
sub-1001	Standard	Fz	7.0	0.376	2.310165713488161e-09	1.3976071525805673e-12	2.30876810633558e-09	0.0385988182402242	760	OK
sub-1001	Standard	Fz	7.0	0.384	2.314725274257042e-09	2.6210271883062727e-12	2.312104247068736e-09	0.0412212444255602	760	OK
sub-1001	Standard	Fz	7.0	0.392	2.319667045822243e-09	4.328164927544876e-12	2.315338880894698e-09	0.0436025493657206	760	OK
sub-1001	Standard	Fz	7.0	0.4	2.3363229121086794e-09	6.546485690713882e-12	2.3297764264179653e-09	0.0559050055503994	760	OK
sub-1001	Standard	Fz	7.0	0.408	2.3778957552867372e-09	9.284889657354705e-12	2.368610865629383e-09	0.0582663744034965	760	OK
sub-1001	Standard	Fz	7.0	0.416	2.4497010121725387e-09	1.2035300364131414e-11	2.437665711808407e-09	0.0451694191969855	760	OK
sub-1001	Standard	Fz	7.0	0.424	2.536905264877972e-09	1.3876691435486442e-11	2.523028573442485e-09	0.0396983343724207	760	OK
sub-1001	Standard	Fz	7.0	0.432	2.601850239131022e-09	1.4272749315105203e-11	2.5875774898159172e-09	0.0295247116064016	760	OK
sub-1001	Standard	Fz	7.0	0.44	2.605481483468133e-09	1.350057766742465e-11	2.591980905800708e-09	0.0328948564391834	760	OK
sub-1001	Standard	Fz	7.0	0.448	2.5448677126819533e-09	1.2138483062288474e-11	2.532729229619665e-09	0.0352034663378289	760	OK
sub-1001	Standard	Fz	7.0	0.456	2.47083097828211e-09	1.047030704509285e-11	2.460360671237018e-09	0.0419440228987289	760	OK
sub-1001	Standard	Fz	7.0	0.464	2.4500250108856312e-09	8.502041636706843e-12	2.441522969248924e-09	0.040750249301728	760	OK
sub-1001	Standard	Fz	7.0	0.472	2.500437760140431e-09	6.317864384602496e-12	2.494119895755828e-09	0.0398132015472353	760	OK
sub-1001	Standard	Fz	7.0	0.48	2.5798868861128887e-09	4.2991148280008556e-12	2.5755877712848878e-09	0.0212188432048159	760	OK
sub-1001	Standard	Fz	7.0	0.488	2.634026139651069e-09	2.956782065384556e-12	2.631069357585684e-09	0.0210198908554628	760	OK
sub-1001	Standard	Fz	7.0	0.496	2.633976338808307e-09	2.5832807837029424e-12	2.631393058024604e-09	0.0179401857416596	760	OK
sub-1001	Standard	Fz	7.0	0.504	2.581204512875627e-09	3.1932990492394817e-12	2.5780112138263875e-09	0.0166891773357909	760	OK
sub-1001	Standard	Fz	7.0	0.512	2.501613753163669e-09	4.67189336741525e-12	2.496941859796254e-09	0.0187459215350734	760	OK
sub-1001	Standard	Fz	7.0	0.52	2.4314296112244943e-09	6.7403731675543766e-12	2.42468923805694e-09	0.028278291945028	760	OK
sub-1001	Standard	Fz	7.0	0.528	2.4015593915456504e-09	8.88397655146524e-12	2.392675414994185e-09	0.0312461406352651	760	OK
sub-1001	Standard	Fz	7.0	0.536	2.42635807867608e-09	1.0494345842833534e-11	2.415863732833247e-09	0.05242327753589	760	OK
sub-1001	Standard	Fz	7.0	0.544	2.4918923128345713e-09	1.1046340295113494e-11	2.480845972539458e-09	0.0553415799407763	760	OK
sub-1001	Standard	Fz	7.0	0.552	2.564793369919294e-09	1.02028804842347e-11	2.5545904894350603e-09	0.04995801711262	760	OK
sub-1001	Standard	Fz	7.0	0.56	2.587981661729286e-09	7.425234787698455e-12	2.5805564269415874e-09	0.0440462946574527	760	OK
sub-1001	Standard	Fz	7.0	0.568	2.977976555274971e-09	6.515497560567857e-12	2.9714610577144034e-09	0.0483174568353185	760	OK
sub-1001	Standard	Fz	7.0	0.576	3.858288261213731e-09	1.0213913322884553e-11	3.848074347890846e-09	0.0387523010575671	760	OK
sub-1001	Standard	Fz	7.0	0.584	4.964353301444946e-09	1.7844300083316714e-11	4.9465090013616305e-09	0.0315556405480766	760	OK
sub-1001	Standard	Fz	7.0	0.592	5.759422071464433e-09	2.5410760597659598e-11	5.734011310866773e-09	0.0259321536030431	760	OK
sub-1001	Standard	Fz	7.0	0.6	5.99649047455842e-09	2.9962977379371646e-11	5.966527497179049e-09	0.0231709749073982	760	OK
sub-1001	Standard	Fz	8.0	-0.2	1.3179484683401355e-09	2.6861635442825445e-12	1.315262304795853e-09	0.0336925994315212	760	OK
sub-1001	Standard	Fz	8.0	-0.192	1.3652027125031626e-09	2.289594394811501e-12	1.362913118108351e-09	0.0367011465303855	760	OK
sub-1001	Standard	Fz	8.0	-0.184	1.375986735079541e-09	1.8011051679666032e-12	1.3741856299115744e-09	0.0313014938160267	760	OK
sub-1001	Standard	Fz	8.0	-0.176	1.4084178497936231e-09	1.2967161251579436e-12	1.4071211336684652e-09	0.0156734898119652	760	OK
sub-1001	Standard	Fz	8.0	-0.168	1.5822474868413055e-09	1.0397971295132879e-12	1.5812076897117923e-09	0.0274725115591332	760	OK
sub-1001	Standard	Fz	8.0	-0.16	1.885424965410823e-09	1.05699619453652e-12	1.884367969216286e-09	0.0406626565578043	760	OK
sub-1001	Standard	Fz	8.0	-0.152	2.1635169691737602e-09	1.1084577254671022e-12	2.1624085114482927e-09	0.0162797891852046	760	OK
sub-1001	Standard	Fz	8.0	-0.144	2.223076520833838e-09	7.679617358792018e-13	2.2223085590979593e-09	0.0178664892549021	760	OK
sub-1001	Standard	Fz	8.0	-0.136	2.223808132116427e-09	5.1535345365959e-13	2.2232927786627675e-09	0.0129319932999869	760	OK
sub-1001	Standard	Fz	8.0	-0.128	2.2122792977479358e-09	3.9987309420048073e-13	2.2118794246537354e-09	0.0129228094339349	760	OK
sub-1001	Standard	Fz	8.0	-0.12	2.192512670831584e-09	3.9871354194679483e-13	2.192113957289637e-09	0.0194427283299947	760	OK
sub-1001	Standard	Fz	8.0	-0.112	2.174624733289576e-09	5.440504479112883e-13	2.174080682841664e-09	0.0269261432983626	760	OK
sub-1001	Standard	Fz	8.0	-0.104	2.16610887420607e-09	9.131457899014196e-13	2.165195728416169e-09	0.0202711320507859	760	OK
sub-1001	Standard	Fz	8.0	-0.096	2.1662428901622312e-09	1.5766339001767965e-12	2.164666256262054e-09	0.0225721976081523	760	OK
sub-1001	Standard	Fz	8.0	-0.088	2.165272510074e-09	2.468908939589065e-12	2.162803601134411e-09	0.0226279831814215	760	OK
sub-1001	Standard	Fz	8.0	-0.08	2.148539494920814e-09	3.340733904990282e-12	2.145198761015824e-09	0.0276056663996455	760	OK
sub-1001	Standard	Fz	8.0	-0.072	2.113161962073244e-09	3.894102602829869e-12	2.1092678594704142e-09	0.0301100650006458	760	OK
sub-1001	Standard	Fz	8.0	-0.064	2.077696064223801e-09	3.943291527131888e-12	2.073752772696669e-09	0.0446280808033778	760	OK
sub-1001	Standard	Fz	8.0	-0.056	2.061763317912787e-09	3.4692089021671426e-12	2.0582941090106203e-09	0.0417760396549978	760	OK
sub-1001	Standard	Fz	8.0	-0.048	2.0643120842931423e-09	2.6208055350333303e-12	2.061691278758109e-09	0.0441870619168758	760	OK
sub-1001	Standard	Fz	8.0	-0.04	2.070117192791361e-09	1.686766789628193e-12	2.068430426001733e-09	0.0288170444515597	760	OK
sub-1001	Standard	Fz	8.0	-0.032	2.0654525776386012e-09	9.67805851771622e-13	2.064484771786829e-09	0.0162156215757912	760	OK
sub-1001	Standard	Fz	8.0	-0.024	2.045509655858149e-09	6.271122997953413e-13	2.0448825435583534e-09	0.0244985830494933	760	OK
sub-1001	Standard	Fz	8.0	-0.016	2.015415452776489e-09	7.845018516099881e-13	2.014630950924879e-09	0.0213487383991096	760	OK
sub-1001	Standard	Fz	8.0	-0.008	1.983453306393725e-09	1.8293631838411592e-12	1.9816239432098837e-09	0.0277437175417078	760	OK
sub-1001	Standard	Fz	8.0	0.0	1.957216872972541e-09	4.376027462255636e-12	1.9528408455102852e-09	0.03252035652917	760	OK
sub-1001	Standard	Fz	8.0	0.008	1.949534474386926e-09	8.530105028858468e-12	1.941004369358068e-09	0.0474943475060546	760	OK
sub-1001	Standard	Fz	8.0	0.016	1.9712628745840652e-09	1.3146243550467167e-11	1.9581166310335973e-09	0.0732970179770138	760	OK
sub-1001	Standard	Fz	8.0	0.024	2.009125105613232e-09	1.607062599077707e-11	1.993054479622455e-09	0.0863641840214738	760	OK
sub-1001	Standard	Fz	8.0	0.032	2.028240156823457e-09	1.558004328890097e-11	2.012660113534556e-09	0.0873533082249772	760	OK
sub-1001	Standard	Fz	8.0	0.04	2.008436450579645e-09	1.2570420813106025e-11	1.995866029766539e-09	0.0863547091723616	760	OK
sub-1001	Standard	Fz	8.0	0.048	1.9701461696222303e-09	1.2639172020366838e-11	1.9575069976018633e-09	0.0827357891859467	760	OK
sub-1001	Standard	Fz	8.0	0.056	1.958983918857601e-09	2.5308358478873668e-11	1.933675560378728e-09	0.1008065230685347	760	OK
sub-1001	Standard	Fz	8.0	0.064	2.004658067481769e-09	5.673685295584964e-11	1.9479212145259194e-09	0.1390915052715127	760	OK
sub-1001	Standard	Fz	8.0	0.072	2.088298653606018e-09	9.953360397260112e-11	1.9887650496334176e-09	0.2089690411577589	760	OK
sub-1001	Standard	Fz	8.0	0.08	2.1494595664981434e-09	1.327731790073615e-10	2.0166863874907814e-09	0.2508557554234545	760	OK
sub-1001	Standard	Fz	8.0	0.088	2.138748779786372e-09	1.376735410727321e-10	2.00107523871364e-09	0.2684054039521661	760	OK
sub-1001	Standard	Fz	8.0	0.096	2.0673949247310502e-09	1.1402278941870196e-10	1.953372135312348e-09	0.2453038389291053	760	OK
sub-1001	Standard	Fz	8.0	0.104	1.9956878096913902e-09	7.984420524672471e-11	1.915843604444665e-09	0.1906444964859033	760	OK
sub-1001	Standard	Fz	8.0	0.112	1.975227265162877e-09	5.632573230791904e-11	1.918901532854958e-09	0.1480809006535203	760	OK
sub-1001	Standard	Fz	8.0	0.12	2.009360359361356e-09	5.317790774315815e-11	1.956182451618198e-09	0.1647352068213893	760	OK
sub-1001	Standard	Fz	8.0	0.128	2.0616700394151773e-09	6.459000648449638e-11	1.997080032930681e-09	0.1885397398132992	760	OK
sub-1001	Standard	Fz	8.0	0.136	2.0940219277238842e-09	7.596992530181373e-11	2.0180520024220703e-09	0.2017617330688135	760	OK
sub-1001	Standard	Fz	8.0	0.144	2.096987348905754e-09	7.516102475189326e-11	2.0218263241538607e-09	0.1975087035629011	760	OK
sub-1001	Standard	Fz	8.0	0.152	2.086244869547383e-09	6.003597259506472e-11	2.0262088969523182e-09	0.1712664188986842	760	OK
sub-1001	Standard	Fz	8.0	0.16	2.076845521972357e-09	3.804040684750404e-11	2.038805115124853e-09	0.1302332780162559	760	OK
sub-1001	Standard	Fz	8.0	0.168	2.066431789378397e-09	1.922920783577009e-11	2.047202581542627e-09	0.0900991141084774	760	OK
sub-1001	Standard	Fz	8.0	0.176	2.039487940025274e-09	8.884940584273702e-12	2.030602999441e-09	0.0694420663169471	760	OK
sub-1001	Standard	Fz	8.0	0.184	1.9886836223742352e-09	5.984584095131994e-12	1.982699038279103e-09	0.0725342150059415	760	OK
sub-1001	Standard	Fz	8.0	0.192	1.9331282555658086e-09	7.155129971683014e-12	1.9259731255941252e-09	0.066780166488587	760	OK
sub-1001	Standard	Fz	8.0	0.2	1.903138194817229e-09	9.797546048608669e-12	1.8933406487686203e-09	0.0733957762815477	760	OK
sub-1001	Standard	Fz	8.0	0.208	1.9071549310346638e-09	1.1854880516168863e-11	1.895300050518495e-09	0.0812940399054508	760	OK
sub-1001	Standard	Fz	8.0	0.216	1.931920523229445e-09	1.1668478679395447e-11	1.9202520445500503e-09	0.0882514853438652	760	OK
sub-1001	Standard	Fz	8.0	0.224	1.969160535143342e-09	9.502535494033463e-12	1.959657999649308e-09	0.0759633510006073	760	OK
sub-1001	Standard	Fz	8.0	0.232	2.020602039962176e-09	8.17060200066157e-12	2.0124314379615148e-09	0.0551544735317231	760	OK
sub-1001	Standard	Fz	8.0	0.24	2.082470811849516e-09	1.0936195928847072e-11	2.0715346159206696e-09	0.0710089423168931	760	OK
sub-1001	Standard	Fz	8.0	0.248	2.1389196828339163e-09	1.8254555264367083e-11	2.120665127569549e-09	0.09652500867197	760	OK
sub-1001	Standard	Fz	8.0	0.256	2.1693571571702236e-09	2.6717638689019587e-11	2.142639518481204e-09	0.1244601411724169	760	OK
sub-1001	Standard	Fz	8.0	0.264	2.1641606656336754e-09	3.169869848252542e-11	2.13246196715115e-09	0.1177903029833253	760	OK
sub-1001	Standard	Fz	8.0	0.272	2.134042704477595e-09	3.109261699729466e-11	2.1029500874803006e-09	0.1058265555481249	760	OK
sub-1001	Standard	Fz	8.0	0.28	2.0962640814591366e-09	2.629847969016399e-11	2.0699656017689728e-09	0.096359274722543	760	OK
sub-1001	Standard	Fz	8.0	0.288	2.057478826321694e-09	2.0079794600832332e-11	2.0373990317208616e-09	0.103583733180803	760	OK
sub-1001	Standard	Fz	8.0	0.296	2.0198019384337136e-09	1.433362403927954e-11	2.005468314394434e-09	0.0920392876440849	760	OK
sub-1001	Standard	Fz	8.0	0.304	1.994005761878924e-09	9.791523441700247e-12	1.9842142384372238e-09	0.0698279203210634	760	OK
sub-1001	Standard	Fz	8.0	0.312	1.9969683372697924e-09	6.699233393128684e-12	1.9902691038766635e-09	0.0527909154324754	760	OK
sub-1001	Standard	Fz	8.0	0.32	2.035736208503074e-09	5.053641403783494e-12	2.03068256709929e-09	0.0457577610938017	760	OK
sub-1001	Standard	Fz	8.0	0.328	2.0911980314777463e-09	4.486620252580213e-12	2.086711411225166e-09	0.0501653585498255	760	OK
sub-1001	Standard	Fz	8.0	0.336	2.1254401615907923e-09	4.316669524448957e-12	2.1211234920663433e-09	0.051877124453113	760	OK
sub-1001	Standard	Fz	8.0	0.344	2.118869585841478e-09	3.815325853620846e-12	2.115054259987857e-09	0.0475461771532061	760	OK
sub-1001	Standard	Fz	8.0	0.352	2.090644602036785e-09	2.691513042536836e-12	2.0879530889942484e-09	0.0542334346459523	760	OK
sub-1001	Standard	Fz	8.0	0.36	2.071288996691832e-09	1.439811470080277e-12	2.069849185221752e-09	0.0556013071504549	760	OK
sub-1001	Standard	Fz	8.0	0.368	2.06928473306926e-09	8.718677178863803e-13	2.0684128653513732e-09	0.0421883818208171	760	OK
sub-1001	Standard	Fz	8.0	0.376	2.073649293197946e-09	1.2626834750583092e-12	2.072386609722888e-09	0.0367892582061937	760	OK
sub-1001	Standard	Fz	8.0	0.384	2.075424690361025e-09	2.300753515015916e-12	2.073123936846009e-09	0.0344802919215083	760	OK
sub-1001	Standard	Fz	8.0	0.392	2.0773268157103102e-09	3.7416790908200834e-12	2.07358513661949e-09	0.0429723032161924	760	OK
sub-1001	Standard	Fz	8.0	0.4	2.0897465578037703e-09	5.7055990082623675e-12	2.0840409587955075e-09	0.0567777640901659	760	OK
sub-1001	Standard	Fz	8.0	0.408	2.1244330562276216e-09	8.26969974786993e-12	2.1161633564797517e-09	0.0584276888858508	760	OK
sub-1001	Standard	Fz	8.0	0.416	2.1866650628150612e-09	1.0900095158726776e-11	2.1757649676563342e-09	0.0442506983141626	760	OK
sub-1001	Standard	Fz	8.0	0.424	2.264301610885986e-09	1.2590336009023195e-11	2.251711274876963e-09	0.041055782110303	760	OK
sub-1001	Standard	Fz	8.0	0.432	2.324730308504767e-09	1.2789660467193186e-11	2.311940648037573e-09	0.0300329682959557	760	OK
sub-1001	Standard	Fz	8.0	0.44	2.3317563980818342e-09	1.1886673478386211e-11	2.3198697246034476e-09	0.0356543318548908	760	OK
sub-1001	Standard	Fz	8.0	0.448	2.2790931535894274e-09	1.058575675974108e-11	2.268507396829686e-09	0.02463173772397	760	OK
sub-1001	Standard	Fz	8.0	0.456	2.210830186826186e-09	9.187519563941442e-12	2.2016426672622443e-09	0.0374410104158215	760	OK
sub-1001	Standard	Fz	8.0	0.464	2.189192109676721e-09	7.602721477061938e-12	2.181589388199659e-09	0.0362285114813832	760	OK
sub-1001	Standard	Fz	8.0	0.472	2.2322287947357675e-09	5.77334574869121e-12	2.2264554489870764e-09	0.0369011752735911	760	OK
sub-1001	Standard	Fz	8.0	0.48	2.301693194813679e-09	3.969542107593232e-12	2.297723652706086e-09	0.0200150004931268	760	OK
sub-1001	Standard	Fz	8.0	0.488	2.349028571408439e-09	2.688413679320057e-12	2.346340157729119e-09	0.0218893974288504	760	OK
sub-1001	Standard	Fz	8.0	0.496	2.3496973026025603e-09	2.2876269689032038e-12	2.347409675633656e-09	0.018696609806263	760	OK
sub-1001	Standard	Fz	8.0	0.504	2.3054522028081487e-09	2.8334836324139962e-12	2.302618719175735e-09	0.0178452424309931	760	OK
sub-1001	Standard	Fz	8.0	0.512	2.2378190469891988e-09	4.20064908929229e-12	2.233618397899906e-09	0.0257640420841029	760	OK
sub-1001	Standard	Fz	8.0	0.52	2.176213855519527e-09	6.075518908572856e-12	2.1701383366109543e-09	0.0292183545570103	760	OK
sub-1001	Standard	Fz	8.0	0.528	2.147468062406011e-09	7.950078310827131e-12	2.139517984095184e-09	0.0273743016922822	760	OK
sub-1001	Standard	Fz	8.0	0.536	2.167398529090523e-09	9.30056542527774e-12	2.158097963665245e-09	0.0446852853589281	760	OK
sub-1001	Standard	Fz	8.0	0.544	2.2256512274005754e-09	9.727781712722525e-12	2.2159234456878527e-09	0.0512008601281874	760	OK
sub-1001	Standard	Fz	8.0	0.552	2.2911284658038428e-09	8.971476491891342e-12	2.2821569893119515e-09	0.0422817134771828	760	OK
sub-1001	Standard	Fz	8.0	0.56	2.343292460053141e-09	6.801212324347897e-12	2.336491247728793e-09	0.042182614038336	760	OK
sub-1001	Standard	Fz	8.0	0.568	2.737945784762785e-09	6.103880616443922e-12	2.731841904146341e-09	0.0450018881352616	760	OK
sub-1001	Standard	Fz	8.0	0.576	3.563701538969733e-09	9.415064742263403e-12	3.5542864742274702e-09	0.0368184300008309	760	OK
sub-1001	Standard	Fz	8.0	0.584	4.5226423685464055e-09	1.6059894871080045e-11	4.5065824736753264e-09	0.0328364991451765	760	OK
sub-1001	Standard	Fz	8.0	0.592	5.106603490643591e-09	2.224389901069105e-11	5.0843595916329e-09	0.0282548676479682	760	OK
sub-1001	Standard	Fz	8.0	0.6	5.203481087956683e-09	2.575835849372451e-11	5.1777227294629585e-09	0.0231010618289517	760	OK
sub-1001	Standard	FC3	3.0	-0.2	8.492516790442054e-10	2.4753854550881546e-12	8.467762935891172e-10	0.0393368054158452	760	OK
sub-1001	Standard	FC3	3.0	-0.192	1.0176994688979603e-09	2.58133759719578e-12	1.0151181313007643e-09	0.0422872490751243	760	OK
sub-1001	Standard	FC3	3.0	-0.184	1.1735445243378728e-09	2.5169111088209105e-12	1.1710276132290519e-09	0.0344587382797901	760	OK
sub-1001	Standard	FC3	3.0	-0.176	1.258637277212108e-09	1.9133959303854555e-12	1.2567238812817227e-09	0.0233197786279259	760	OK
sub-1001	Standard	FC3	3.0	-0.168	1.3474747871405834e-09	1.249195795102419e-12	1.346225591345481e-09	0.0233269885980337	760	OK
sub-1001	Standard	FC3	3.0	-0.16	1.5244421525048504e-09	1.1272347028873754e-12	1.5233149178019631e-09	0.0111485925118666	760	OK
sub-1001	Standard	FC3	3.0	-0.152	1.7487208155322127e-09	1.3761685147500974e-12	1.7473446470174627e-09	0.011086035715422	760	OK
sub-1001	Standard	FC3	3.0	-0.144	1.8100003765954478e-09	9.382775698146949e-13	1.809062099025633e-09	0.0113047565640789	760	OK
sub-1001	Standard	FC3	3.0	-0.136	1.8081595969147102e-09	4.083254863594712e-13	1.807751271428351e-09	0.0173560542595881	760	OK
sub-1001	Standard	FC3	3.0	-0.128	1.8162732935475003e-09	2.0335247115791117e-13	1.8160699410763422e-09	0.0194193451599538	760	OK
sub-1001	Standard	FC3	3.0	-0.12	1.8473895044361903e-09	3.384644062503943e-13	1.8470510400299398e-09	0.0165252075621761	760	OK
sub-1001	Standard	FC3	3.0	-0.112	1.871741763467618e-09	6.096064408721399e-13	1.871132157026746e-09	0.0038224687610425	760	OK
sub-1001	Standard	FC3	3.0	-0.104	1.8599683289460238e-09	8.98411524597956e-13	1.8590699174214263e-09	0.0078112694233497	760	OK
sub-1001	Standard	FC3	3.0	-0.096	1.826172365180365e-09	1.2725213266388418e-12	1.8248998438537262e-09	0.0104296620699679	760	OK
sub-1001	Standard	FC3	3.0	-0.088	1.8052422062747923e-09	1.790965013385808e-12	1.8034512412614065e-09	0.0089043718555946	760	OK
