subject	condition	channel	frequency	time	total_power	evoked_power	induced_power	itc	n_epochs	status
sub-1001	Standard	Fz	3.0	-0.2	1.5918063455860184e-09	3.271189324033057e-12	1.5885351562619854e-09	0.0339092128378032	760	OK
sub-1001	Standard	Fz	3.0	-0.192	1.849806242806281e-09	3.2752346756659986e-12	1.8465310081306154e-09	0.0344487568759643	760	OK
sub-1001	Standard	Fz	3.0	-0.184	2.074671904294074e-09	2.8709969618150586e-12	2.071800907332259e-09	0.0345927746055234	760	OK
sub-1001	Standard	Fz	3.0	-0.176	2.16271729189314e-09	1.886249951465652e-12	2.160831041941675e-09	0.0294598051131877	760	OK
sub-1001	Standard	Fz	3.0	-0.168	2.2612795729182463e-09	1.0911063275670762e-12	2.2601884665906794e-09	0.0342672487841411	760	OK
sub-1001	Standard	Fz	3.0	-0.16	2.535486146227466e-09	1.020466718122872e-12	2.5344656795093438e-09	0.0424742443436768	760	OK
sub-1001	Standard	Fz	3.0	-0.152	2.907856786058522e-09	1.288531542439391e-12	2.906568254516082e-09	0.0172730850248945	760	OK
sub-1001	Standard	Fz	3.0	-0.144	2.9898264878519924e-09	8.07774263573687e-13	2.989018713588419e-09	0.0150129255845043	760	OK
sub-1001	Standard	Fz	3.0	-0.136	2.961891962432886e-09	4.59700285141407e-13	2.9614322621477446e-09	0.014993764791575	760	OK
sub-1001	Standard	Fz	3.0	-0.128	2.9519734841640796e-09	3.96617961444381e-13	2.9515768662026353e-09	0.0098866060194882	760	OK
sub-1001	Standard	Fz	3.0	-0.12	2.9764629281388874e-09	4.99332577446913e-13	2.9759635955614403e-09	0.0255086956051855	760	OK
sub-1001	Standard	Fz	3.0	-0.112	2.988705987112955e-09	7.289742027243292e-13	2.9879770129102302e-09	0.0218936323000335	760	OK
sub-1001	Standard	Fz	3.0	-0.104	2.9517743287639863e-09	1.1450930523510865e-12	2.950629235711635e-09	0.0145627480033676	760	OK
sub-1001	Standard	Fz	3.0	-0.096	2.8952847321191773e-09	1.8437033217680218e-12	2.8934410287974102e-09	0.0291529074101094	760	OK
sub-1001	Standard	Fz	3.0	-0.088	2.868179543841808e-09	2.8350090746973427e-12	2.86534453476711e-09	0.0308925081314777	760	OK
sub-1001	Standard	Fz	3.0	-0.08	2.867761838852388e-09	3.905771886401944e-12	2.863856066965986e-09	0.0423201516200537	760	OK
sub-1001	Standard	Fz	3.0	-0.072	2.8501577613781193e-09	4.641193463379091e-12	2.8455165679147403e-09	0.0356404789647364	760	OK
sub-1001	Standard	Fz	3.0	-0.064	2.801360198501437e-09	4.74109485288717e-12	2.79661910364855e-09	0.0447832128484523	760	OK
sub-1001	Standard	Fz	3.0	-0.056	2.7627306421318847e-09	4.305993124115751e-12	2.758424649007769e-09	0.0503804770519659	760	OK
sub-1001	Standard	Fz	3.0	-0.048	2.769482307147912e-09	3.653100671656073e-12	2.7658292064762562e-09	0.0420784842645753	760	OK
sub-1001	Standard	Fz	3.0	-0.04	2.792799816760758e-09	2.8821685013560047e-12	2.789917648259402e-09	0.0379536105325919	760	OK
sub-1001	Standard	Fz	3.0	-0.032	2.7781717797649502e-09	1.8451210834278677e-12	2.776326658681522e-09	0.0275280410611628	760	OK
sub-1001	Standard	Fz	3.0	-0.024	2.721108166301799e-09	6.931312227025759e-13	2.7204150350790966e-09	0.0288766973740713	760	OK
sub-1001	Standard	Fz	3.0	-0.016	2.665207021509048e-09	3.9609177189936956e-13	2.6648109297371487e-09	0.0159386106648246	760	OK
sub-1001	Standard	Fz	3.0	-0.008	2.6413072003945447e-09	2.377519214607161e-12	2.638929681179937e-09	0.0307793794113851	760	OK
sub-1001	Standard	Fz	3.0	0.0	2.6441776597067473e-09	7.166366503742136e-12	2.637011293203005e-09	0.0484452670747238	760	OK
sub-1001	Standard	Fz	3.0	0.008	2.6553614211049523e-09	1.3347561110075679e-11	2.6420138599948767e-09	0.0718372291853754	760	OK
sub-1001	Standard	Fz	3.0	0.016	2.6621653779478044e-09	1.8243913743947467e-11	2.643921464203857e-09	0.0891443654014736	760	OK
sub-1001	Standard	Fz	3.0	0.024	2.6626366098391206e-09	1.992074901708964e-11	2.642715860822031e-09	0.0759973596257547	760	OK
sub-1001	Standard	Fz	3.0	0.032	2.66384003620648e-09	1.8909594586187138e-11	2.644930441620293e-09	0.0769793488140401	760	OK
sub-1001	Standard	Fz	3.0	0.04	2.670825697984316e-09	1.9151975091088405e-11	2.6516737228932282e-09	0.0770158437042457	760	OK
sub-1001	Standard	Fz	3.0	0.048	2.680788783314732e-09	2.8080462210657062e-11	2.652708321104075e-09	0.0952532111761207	760	OK
sub-1001	Standard	Fz	3.0	0.056	2.694850386365629e-09	5.353050131686513e-11	2.6413198850487643e-09	0.1535178798953115	760	OK
sub-1001	Standard	Fz	3.0	0.064	2.7242666961860397e-09	9.563381456212209e-11	2.628632881623917e-09	0.2176475949282003	760	OK
sub-1001	Standard	Fz	3.0	0.072	2.770585849028442e-09	1.4018234686849192e-10	2.6304035021599504e-09	0.2529101775416468	760	OK
sub-1001	Standard	Fz	3.0	0.08	2.808027738129802e-09	1.6601576004681296e-10	2.642011978082989e-09	0.2589722567177477	760	OK
sub-1001	Standard	Fz	3.0	0.088	2.8072413508307933e-09	1.6497801654724214e-10	2.6422633342835516e-09	0.2507335398773078	760	OK
sub-1001	Standard	Fz	3.0	0.096	2.776575669299946e-09	1.503891093899733e-10	2.626186559909973e-09	0.2482605786439043	760	OK
sub-1001	Standard	Fz	3.0	0.104	2.7543657294194918e-09	1.3878520845527863e-10	2.615580520964213e-09	0.2424999326074189	760	OK
sub-1001	Standard	Fz	3.0	0.112	2.756091938792002e-09	1.293298417880217e-10	2.6267620970039808e-09	0.2229303574700691	760	OK
sub-1001	Standard	Fz	3.0	0.12	2.761367238150212e-09	1.128018259866188e-10	2.648565412163593e-09	0.2048627469245717	760	OK
sub-1001	Standard	Fz	3.0	0.128	2.761141741339931e-09	9.44410817714278e-11	2.666700659568503e-09	0.1711601437261821	760	OK
sub-1001	Standard	Fz	3.0	0.136	2.7766746223813926e-09	8.896854072883604e-11	2.6877060816525567e-09	0.1428670763593246	760	OK
sub-1001	Standard	Fz	3.0	0.144	2.8125146876971236e-09	9.336378926399022e-11	2.719150898433133e-09	0.1711535326111657	760	OK
sub-1001	Standard	Fz	3.0	0.152	2.8292141342431263e-09	8.535021311827899e-11	2.7438639211248475e-09	0.1799705864293833	760	OK
sub-1001	Standard	Fz	3.0	0.16	2.791794398666427e-09	5.4928356784107934e-11	2.736866041882319e-09	0.1411083139635477	760	OK
sub-1001	Standard	Fz	3.0	0.168	2.7212442767527053e-09	2.0197070618337063e-11	2.7010472061343684e-09	0.0854196641488074	760	OK
sub-1001	Standard	Fz	3.0	0.176	2.6689894011336044e-09	3.681458126400336e-12	2.665307943007205e-09	0.0463174854001768	760	OK
sub-1001	Standard	Fz	3.0	0.184	2.6504813313685303e-09	6.3547189632514225e-12	2.6441266124052787e-09	0.0658855233823846	760	OK
sub-1001	Standard	Fz	3.0	0.192	2.63226218103176e-09	1.341119125689432e-11	2.6188509897748662e-09	0.084518294723526	760	OK
sub-1001	Standard	Fz	3.0	0.2	2.591303657725282e-09	1.5315376681111798e-11	2.57598828104417e-09	0.0922177269711783	760	OK
sub-1001	Standard	Fz	3.0	0.208	2.5617024694130004e-09	1.4043325643491907e-11	2.547659143769509e-09	0.0768160575041671	760	OK
sub-1001	Standard	Fz	3.0	0.216	2.595260895252139e-09	1.425465505221538e-11	2.5810062401999235e-09	0.0749689114490945	760	OK
sub-1001	Standard	Fz	3.0	0.224	2.686671039542967e-09	1.6711593127806114e-11	2.669959446415161e-09	0.0823367070727933	760	OK
sub-1001	Standard	Fz	3.0	0.232	2.7750787153396917e-09	1.9993245405292844e-11	2.755085469934399e-09	0.0914273082255099	760	OK
sub-1001	Standard	Fz	3.0	0.24	2.8240222006706067e-09	2.3828687242176564e-11	2.80019351342843e-09	0.1031748412625839	760	OK
sub-1001	Standard	Fz	3.0	0.248	2.859456186714509e-09	2.885451704618658e-11	2.830601669668322e-09	0.1243807043774643	760	OK
sub-1001	Standard	Fz	3.0	0.256	2.9092591297671036e-09	3.4440963790306044e-11	2.874818165976797e-09	0.130200730144523	760	OK
sub-1001	Standard	Fz	3.0	0.264	2.9443139717133833e-09	3.8142731488240717e-11	2.9061712402251427e-09	0.1303195596783586	760	OK
sub-1001	Standard	Fz	3.0	0.272	2.9188060043818195e-09	3.746016931090924e-11	2.88134583507091e-09	0.1211247981038351	760	OK
sub-1001	Standard	Fz	3.0	0.28	2.844937810540009e-09	3.193749243985063e-11	2.8130003181001587e-09	0.1246641754213743	760	OK
sub-1001	Standard	Fz	3.0	0.288	2.7813981704952933e-09	2.362349241976431e-11	2.757774678075529e-09	0.1201058548194474	760	OK
sub-1001	Standard	Fz	3.0	0.296	2.759608467571098e-09	1.561634232330601e-11	2.7439921252477923e-09	0.0999784332056883	760	OK
sub-1001	Standard	Fz	3.0	0.304	2.765318108241671e-09	1.0039392170035204e-11	2.7552787160716363e-09	0.0840620375474847	760	OK
sub-1001	Standard	Fz	3.0	0.312	2.7808380252261916e-09	7.138345618445564e-12	2.773699679607746e-09	0.0606263657056202	760	OK
sub-1001	Standard	Fz	3.0	0.32	2.799982956950065e-09	5.964187805463555e-12	2.7940187691446013e-09	0.0544801233950079	760	OK
sub-1001	Standard	Fz	3.0	0.328	2.811854684203586e-09	5.513296720142469e-12	2.806341387483444e-09	0.0639017100383518	760	OK
sub-1001	Standard	Fz	3.0	0.336	2.8088530457988204e-09	5.143459214998101e-12	2.803709586583823e-09	0.0632298008190086	760	OK
sub-1001	Standard	Fz	3.0	0.344	2.799609730301632e-09	4.4537052237406115e-12	2.7951560250778915e-09	0.0569546845475685	760	OK
sub-1001	Standard	Fz	3.0	0.352	2.789518512963029e-09	3.3750862291940365e-12	2.7861434267338354e-09	0.0592700950838509	760	OK
sub-1001	Standard	Fz	3.0	0.36	2.7683189376837227e-09	2.3454561263051866e-12	2.7659734815574172e-09	0.0567950205409737	760	OK
sub-1001	Standard	Fz	3.0	0.368	2.7352221953562112e-09	1.997154421670703e-12	2.7332250409345403e-09	0.0507603356103832	760	OK
sub-1001	Standard	Fz	3.0	0.376	2.715215361823816e-09	2.5693207374277463e-12	2.7126460410863883e-09	0.0508074154289211	760	OK
sub-1001	Standard	Fz	3.0	0.384	2.7335859085609064e-09	3.811013799492169e-12	2.7297748947614152e-09	0.0430601316494139	760	OK
sub-1001	Standard	Fz	3.0	0.392	2.785643458828222e-09	5.453328189268092e-12	2.780190130638954e-09	0.0453982799596256	760	OK
sub-1001	Standard	Fz	3.0	0.4	2.844780212576688e-09	7.4866347740427e-12	2.8372935778026444e-09	0.0392976809621175	760	OK
sub-1001	Standard	Fz	3.0	0.408	2.8982245291262206e-09	9.865239105384991e-12	2.8883592900208355e-09	0.0555971283285104	760	OK
sub-1001	Standard	Fz	3.0	0.416	2.958899736928464e-09	1.219736994880732e-11	2.946702366979657e-09	0.0425652007837596	760	OK
sub-1001	Standard	Fz	3.0	0.424	3.030261864914433e-09	1.3897559808141992e-11	3.0163643051062912e-09	0.039198270377523	760	OK
sub-1001	Standard	Fz	3.0	0.432	3.077774651021945e-09	1.4549989119649655e-11	3.0632246619022956e-09	0.0386439626832642	760	OK
sub-1001	Standard	Fz	3.0	0.44	3.065712312159005e-09	1.412751637445764e-11	3.051584795784547e-09	0.0421847550552005	760	OK
sub-1001	Standard	Fz	3.0	0.448	3.015376229087383e-09	1.2928337669100383e-11	3.0024478914182827e-09	0.0383559174848216	760	OK
sub-1001	Standard	Fz	3.0	0.456	2.990936176291636e-09	1.1219695552110619e-11	2.979716480739525e-09	0.0437863049806252	760	OK
sub-1001	Standard	Fz	3.0	0.464	3.0228645179700172e-09	9.029441563939291e-12	3.013835076406078e-09	0.0403842180119444	760	OK
sub-1001	Standard	Fz	3.0	0.472	3.0770763956553773e-09	6.497527349219883e-12	3.070578868306158e-09	0.0361278937019719	760	OK
sub-1001	Standard	Fz	3.0	0.48	3.1089807414354704e-09	4.208196080253206e-12	3.104772545355217e-09	0.0251969388955818	760	OK
sub-1001	Standard	Fz	3.0	0.488	3.116540792257289e-09	2.832474722634072e-12	3.113708317534655e-09	0.0236211245311137	760	OK
sub-1001	Standard	Fz	3.0	0.496	3.1194421616437086e-09	2.6104376957339955e-12	3.1168317239479743e-09	0.0163506896575624	760	OK
sub-1001	Standard	Fz	3.0	0.504	3.1101255766305034e-09	3.405855823103344e-12	3.1067197208074e-09	0.0116559792748933	760	OK
sub-1001	Standard	Fz	3.0	0.512	3.061557181785088e-09	5.016858643951602e-12	3.056540323141136e-09	0.0138914995461797	760	OK
sub-1001	Standard	Fz	3.0	0.52	2.9824933395674123e-09	7.186379412661326e-12	2.9753069601547513e-09	0.025264840708817	760	OK
sub-1001	Standard	Fz	3.0	0.528	2.930629935606543e-09	9.439274371695314e-12	2.921190661234848e-09	0.0317435949771068	760	OK
sub-1001	Standard	Fz	3.0	0.536	2.953960870249539e-09	1.1111766634921838e-11	2.942849103614617e-09	0.059832438353864	760	OK
sub-1001	Standard	Fz	3.0	0.544	3.036947953864302e-09	1.1633259802826323e-11	3.025314694061476e-09	0.0574664336277954	760	OK
sub-1001	Standard	Fz	3.0	0.552	3.117442022268157e-09	1.0844135678033406e-11	3.1065978865901236e-09	0.044959509729809	760	OK
sub-1001	Standard	Fz	3.0	0.56	3.125846141003127e-09	9.581976306312766e-12	3.1162641646968143e-09	0.0372757460175881	760	OK
sub-1001	Standard	Fz	3.0	0.568	3.678874568412154e-09	1.2192617706540662e-11	3.6666819507056142e-09	0.045121167262062	760	OK
sub-1001	Standard	Fz	3.0	0.576	4.833770628522413e-09	1.8730673769995808e-11	4.815039954752417e-09	0.0423065555898758	760	OK
sub-1001	Standard	Fz	3.0	0.584	6.063207530670517e-09	2.590536635232464e-11	6.037302164318193e-09	0.035141501910329	760	OK
sub-1001	Standard	Fz	3.0	0.592	6.662372828056873e-09	3.042673957360643e-11	6.631946088483266e-09	0.0297672922410335	760	OK
sub-1001	Standard	Fz	3.0	0.6	6.567523955759698e-09	3.239426349734859e-11	6.53512969226235e-09	0.0208543461560526	760	OK
sub-1001	Standard	Fz	4.0	-0.2	1.6415760466988124e-09	3.406837336638114e-12	1.6381692093621742e-09	0.0335341274511695	760	OK
sub-1001	Standard	Fz	4.0	-0.192	1.8123683310257555e-09	3.134113417463323e-12	1.8092342176082918e-09	0.0367942462214559	760	OK
sub-1001	Standard	Fz	4.0	-0.184	1.948773226988467e-09	2.555933250373148e-12	1.946217293738094e-09	0.0358688576037481	760	OK
sub-1001	Standard	Fz	4.0	-0.176	2.0199444487649595e-09	1.6611437222511759e-12	2.018283305042708e-09	0.0296567960366639	760	OK
sub-1001	Standard	Fz	4.0	-0.168	2.1705850817960896e-09	1.0657382710671785e-12	2.169519343525022e-09	0.0348387056516041	760	OK
sub-1001	Standard	Fz	4.0	-0.16	2.506391271802711e-09	1.0967771505489685e-12	2.5052944946521623e-09	0.0416403763966507	760	OK
sub-1001	Standard	Fz	4.0	-0.152	2.911717858542916e-09	1.3688876260679593e-12	2.910348970916848e-09	0.0199423812883566	760	OK
sub-1001	Standard	Fz	4.0	-0.144	3.0020174430777973e-09	8.858910920345335e-13	3.0011315519857633e-09	0.0174999552234606	760	OK
sub-1001	Standard	Fz	4.0	-0.136	2.983169136043368e-09	5.316954671587671e-13	2.982637440576209e-09	0.0132885825643105	760	OK
sub-1001	Standard	Fz	4.0	-0.128	2.9706841966137943e-09	4.4840342240601663e-13	2.970235793191388e-09	0.0115774222276532	760	OK
sub-1001	Standard	Fz	4.0	-0.12	2.978216745720831e-09	5.334833932910179e-13	2.9776832623275403e-09	0.0252579558487618	760	OK
sub-1001	Standard	Fz	4.0	-0.112	2.979145921251861e-09	7.643524586855305e-13	2.9783815687931757e-09	0.0221211208559014	760	OK
sub-1001	Standard	Fz	4.0	-0.104	2.951574521967623e-09	1.210200560266139e-12	2.9503643214073564e-09	0.014487322576018	760	OK
sub-1001	Standard	Fz	4.0	-0.096	2.9135840398404087e-09	1.972077731280361e-12	2.9116119621091283e-09	0.0269401523739436	760	OK
sub-1001	Standard	Fz	4.0	-0.088	2.892516333798416e-09	3.046472358385295e-12	2.889469861440031e-09	0.0302396947564048	760	OK
sub-1001	Standard	Fz	4.0	-0.08	2.881173122458696e-09	4.195578108133922e-12	2.876977544350562e-09	0.0421592737903351	760	OK
sub-1001	Standard	Fz	4.0	-0.072	2.851368481611389e-09	4.994000022068979e-12	2.84637448158932e-09	0.0355979553111505	760	OK
sub-1001	Standard	Fz	4.0	-0.064	2.802993588638735e-09	5.114396520978629e-12	2.7978791921177563e-09	0.0468743079292371	760	OK
sub-1001	Standard	Fz	4.0	-0.056	2.771304189057197e-09	4.583059026834619e-12	2.766721130030362e-09	0.0546950881983661	760	OK
sub-1001	Standard	Fz	4.0	-0.048	2.777900031774083e-09	3.690030313856355e-12	2.774210001460227e-09	0.046112475454394	760	OK
sub-1001	Standard	Fz	4.0	-0.04	2.796018614451831e-09	2.676751113223868e-12	2.793341863338607e-09	0.0370934805259764	760	OK
sub-1001	Standard	Fz	4.0	-0.032	2.783159702142965e-09	1.616636247371901e-12	2.781543065895593e-09	0.0258932975230934	760	OK
sub-1001	Standard	Fz	4.0	-0.024	2.7347801992905603e-09	6.745226112721497e-13	2.734105676679288e-09	0.024946889941844	760	OK
sub-1001	Standard	Fz	4.0	-0.016	2.682209906499521e-09	5.051522674712595e-13	2.6817047542320502e-09	0.0183040892044873	760	OK
sub-1001	Standard	Fz	4.0	-0.008	2.6491846061262084e-09	2.226197558874925e-12	2.6469584085673342e-09	0.0295676379437751	760	OK
sub-1001	Standard	Fz	4.0	0.0	2.637254884666593e-09	6.5618125857711305e-12	2.630693072080822e-09	0.0474701325109165	760	OK
sub-1001	Standard	Fz	4.0	0.008	2.642846812867413e-09	1.2737147433026343e-11	2.6301096654343875e-09	0.0712902348476546	760	OK
sub-1001	Standard	Fz	4.0	0.016	2.661933657825297e-09	1.842251720263288e-11	2.6435111406226646e-09	0.0878151782623597	760	OK
sub-1001	Standard	Fz	4.0	0.024	2.683001334625428e-09	2.1106044263388052e-11	2.66189529036204e-09	0.0802968547648523	760	OK
sub-1001	Standard	Fz	4.0	0.032	2.6920095810365767e-09	2.004277840462044e-11	2.671966802631956e-09	0.0800301295650105	760	OK
sub-1001	Standard	Fz	4.0	0.04	2.684396092334534e-09	1.8165933750161798e-11	2.6662301585843723e-09	0.0766563563479632	760	OK
sub-1001	Standard	Fz	4.0	0.048	2.670893176060892e-09	2.329319086072745e-11	2.647599985200164e-09	0.0893398869480261	760	OK
sub-1001	Standard	Fz	4.0	0.056	2.674955212543047e-09	4.5666159310927765e-11	2.629289053232119e-09	0.1421513633619205	760	OK
sub-1001	Standard	Fz	4.0	0.064	2.7172680354364727e-09	8.890675543143603e-11	2.6283612800050372e-09	0.2095813293894417	760	OK
sub-1001	Standard	Fz	4.0	0.072	2.7889014703697873e-09	1.4028080340320018e-10	2.648620666966587e-09	0.2534626351755111	760	OK
sub-1001	Standard	Fz	4.0	0.08	2.8433392429838147e-09	1.7494145075935407e-10	2.6683977922244606e-09	0.269487275636859	760	OK
sub-1001	Standard	Fz	4.0	0.088	2.836580980217792e-09	1.7690907320672018e-10	2.659671907011072e-09	0.2649249346711331	760	OK
sub-1001	Standard	Fz	4.0	0.096	2.7792846212655316e-09	1.5416174318776508e-10	2.625122878077766e-09	0.2549419632581241	760	OK
sub-1001	Standard	Fz	4.0	0.104	2.727520889861281e-09	1.2742314827328762e-10	2.6000977415879932e-09	0.2367627659116569	760	OK
sub-1001	Standard	Fz	4.0	0.112	2.718336816226366e-09	1.0821878825099321e-10	2.6101180279753727e-09	0.2157151366287418	760	OK
sub-1001	Standard	Fz	4.0	0.12	2.7397945262855407e-09	9.605303044640107e-11	2.6437414958391395e-09	0.1965992180253558	760	OK
sub-1001	Standard	Fz	4.0	0.128	2.7671742970245414e-09	9.108522847896572e-11	2.676089068545576e-09	0.1743986369205202	760	OK
sub-1001	Standard	Fz	4.0	0.136	2.7953891659273692e-09	9.463300975352358e-11	2.7007561561738462e-09	0.1520218289676614	760	OK
sub-1001	Standard	Fz	4.0	0.144	2.8221171914238387e-09	9.753387887411032e-11	2.724583312549728e-09	0.1762450159121117	760	OK
sub-1001	Standard	Fz	4.0	0.152	2.8282485233256003e-09	8.395215201711224e-11	2.744296371308488e-09	0.1795491365123737	760	OK
sub-1001	Standard	Fz	4.0	0.16	2.798697290708383e-09	5.2168453155286175e-11	2.746528837553097e-09	0.1399541359677087	760	OK
sub-1001	Standard	Fz	4.0	0.168	2.7473146812327413e-09	2.0159029076155268e-11	2.727155652156586e-09	0.0855203737540019	760	OK
sub-1001	Standard	Fz	4.0	0.176	2.700365913812824e-09	5.123564801123692e-12	2.695242349011701e-09	0.0493022429008157	760	OK
sub-1001	Standard	Fz	4.0	0.184	2.663580380186085e-09	6.283158310565314e-12	2.6572972218755203e-09	0.0671940516523045	760	OK
sub-1001	Standard	Fz	4.0	0.192	2.623370993473548e-09	1.1865464170608209e-11	2.6115055293029402e-09	0.0844845598093494	760	OK
sub-1001	Standard	Fz	4.0	0.2	2.578911521599725e-09	1.454893062534044e-11	2.5643625909743846e-09	0.0902366038733925	760	OK
sub-1001	Standard	Fz	4.0	0.208	2.557941710958785e-09	1.4802172197092066e-11	2.5431395387616924e-09	0.0777610923533814	760	OK
sub-1001	Standard	Fz	4.0	0.216	2.590643379158349e-09	1.4796961798704435e-11	2.5758464173596446e-09	0.0765889653115702	760	OK
sub-1001	Standard	Fz	4.0	0.224	2.670749760379634e-09	1.512850441112525e-11	2.655621255968509e-09	0.0839386335029723	760	OK
sub-1001	Standard	Fz	4.0	0.232	2.757541162258362e-09	1.644615302921491e-11	2.741095009229147e-09	0.0878595001103959	760	OK
sub-1001	Standard	Fz	4.0	0.24	2.8224292789652982e-09	2.0415458268469207e-11	2.802013820696829e-09	0.1010706104112268	760	OK
sub-1001	Standard	Fz	4.0	0.248	2.8735482668785453e-09	2.768207440859512e-11	2.84586619246995e-09	0.124090454394602	760	OK
sub-1001	Standard	Fz	4.0	0.256	2.9203112118977703e-09	3.5940231419152177e-11	2.8843709804786173e-09	0.1341045663413181	760	OK
sub-1001	Standard	Fz	4.0	0.264	2.9400293081948353e-09	4.1096615337767005e-11	2.898932692857068e-09	0.1336470946834643	760	OK
sub-1001	Standard	Fz	4.0	0.272	2.9077635830346892e-09	4.038786715813125e-11	2.8673757158765572e-09	0.1251088404888607	760	OK
sub-1001	Standard	Fz	4.0	0.28	2.840175057879666e-09	3.4213234280852514e-11	2.8059618235988142e-09	0.1227677875581526	760	OK
sub-1001	Standard	Fz	4.0	0.288	2.779264323519014e-09	2.5389264787617107e-11	2.753875058731397e-09	0.1261805076583773	760	OK
sub-1001	Standard	Fz	4.0	0.296	2.7455848261829475e-09	1.7091724758479675e-11	2.728493101424468e-09	0.1062713374091652	760	OK
sub-1001	Standard	Fz	4.0	0.304	2.73488155905283e-09	1.1213164419944314e-11	2.723668394632886e-09	0.0843203099411508	760	OK
sub-1001	Standard	Fz	4.0	0.312	2.746276081748241e-09	7.96357223115394e-12	2.7383125095170875e-09	0.0590864562902254	760	OK
sub-1001	Standard	Fz	4.0	0.32	2.780491233211028e-09	6.535020271905446e-12	2.773956212939122e-09	0.0557160148560748	760	OK
sub-1001	Standard	Fz	4.0	0.328	2.818506518035766e-09	5.982040924439025e-12	2.8125244771113275e-09	0.0649836649014637	760	OK
sub-1001	Standard	Fz	4.0	0.336	2.834120245562741e-09	5.578315666726663e-12	2.828541929896015e-09	0.0643765184296819	760	OK
sub-1001	Standard	Fz	4.0	0.344	2.823726293769725e-09	4.790149214022897e-12	2.818936144555702e-09	0.0587235895691895	760	OK
sub-1001	Standard	Fz	4.0	0.352	2.801574478038335e-09	3.477103579645827e-12	2.798097374458689e-09	0.0600131389251398	760	OK
sub-1001	Standard	Fz	4.0	0.36	2.7768812612414036e-09	2.158519268683691e-12	2.7747227419727198e-09	0.0573408394947662	760	OK
sub-1001	Standard	Fz	4.0	0.368	2.754493427154404e-09	1.6290892304403677e-12	2.752864337923964e-09	0.0480557821612824	760	OK
sub-1001	Standard	Fz	4.0	0.376	2.74522880005198e-09	2.1990336638975817e-12	2.743029766388082e-09	0.0480810813747781	760	OK
sub-1001	Standard	Fz	4.0	0.384	2.759148309714933e-09	3.58565905778429e-12	2.7555626506571486e-09	0.0417575893059516	760	OK
sub-1001	Standard	Fz	4.0	0.392	2.793769998628942e-09	5.475985476856499e-12	2.788294013152085e-09	0.0447042606779668	760	OK
sub-1001	Standard	Fz	4.0	0.4	2.838535737740404e-09	7.838040531989154e-12	2.830697697208415e-09	0.0425689697247756	760	OK
sub-1001	Standard	Fz	4.0	0.408	2.892234378064045e-09	1.061671846086454e-11	2.88161765960318e-09	0.0563455682770755	760	OK
sub-1001	Standard	Fz	4.0	0.416	2.9654915336377553e-09	1.3349925196797203e-11	2.952141608440958e-09	0.0440767818506166	760	OK
sub-1001	Standard	Fz	4.0	0.424	3.0529415407614022e-09	1.529279575776218e-11	3.0376487450036403e-09	0.0393400815329136	760	OK
sub-1001	Standard	Fz	4.0	0.432	3.1138243873040122e-09	1.5947228723664193e-11	3.0978771585803478e-09	0.0359212332052395	760	OK
sub-1001	Standard	Fz	4.0	0.44	3.106549995548373e-09	1.5375589053190695e-11	3.091174406495182e-09	0.0406135773141389	760	OK
sub-1001	Standard	Fz	4.0	0.448	3.0441007218090773e-09	1.3982053607096786e-11	3.030118668201981e-09	0.0401400297011241	760	OK
sub-1001	Standard	Fz	4.0	0.456	2.9920767317728023e-09	1.2066473165120247e-11	2.980010258607682e-09	0.0460607228971889	760	OK
sub-1001	Standard	Fz	4.0	0.464	3.001601334425889e-09	9.689987779062224e-12	2.991911346646827e-09	0.0427408857605638	760	OK
sub-1001	Standard	Fz	4.0	0.472	3.059890034348246e-09	7.026320666564976e-12	3.0528637136816803e-09	0.0376175934903496	760	OK
sub-1001	Standard	Fz	4.0	0.48	3.1185918774155434e-09	4.644422967897114e-12	3.113947454447646e-09	0.0248363964222468	760	OK
sub-1001	Standard	Fz	4.0	0.488	3.1497038275262356e-09	3.1865534741747985e-12	3.146517274052061e-09	0.0219242457228735	760	OK
sub-1001	Standard	Fz	4.0	0.496	3.1510866369639354e-09	2.898025210143161e-12	3.148188611753792e-09	0.0144780396515933	760	OK
sub-1001	Standard	Fz	4.0	0.504	3.118590851318808e-09	3.679869249083571e-12	3.114910982069724e-09	0.0129758226173613	760	OK
sub-1001	Standard	Fz	4.0	0.512	3.048544787338271e-09	5.368860111611577e-12	3.043175927226659e-09	0.0124407080268915	760	OK
sub-1001	Standard	Fz	4.0	0.52	2.9653067907142423e-09	7.703142587821277e-12	2.957603648126421e-09	0.028290985425261	760	OK
sub-1001	Standard	Fz	4.0	0.528	2.9200508575670953e-09	1.0155320349974698e-11	2.90989553721712e-09	0.0341221838377011	760	OK
sub-1001	Standard	Fz	4.0	0.536	2.948211051295477e-09	1.2002794908106163e-11	2.9362082563873712e-09	0.057461207029498	760	OK
sub-1001	Standard	Fz	4.0	0.544	3.032492055719956e-09	1.2603280032589736e-11	3.019888775687366e-09	0.05755713480763	760	OK
sub-1001	Standard	Fz	4.0	0.552	3.1184597634637847e-09	1.1679219055090846e-11	3.1067805444086942e-09	0.0483653928410051	760	OK
sub-1001	Standard	Fz	4.0	0.56	3.106250460819154e-09	9.220673260791483e-12	3.097029787558363e-09	0.0390854236270591	760	OK
sub-1001	Standard	Fz	4.0	0.568	3.5987691077238756e-09	1.0174543262830332e-11	3.588594564461045e-09	0.0474375041609442	760	OK
